Column1,Column2,Column3,Column4,Column5,Column6,Column7
0.22,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1715.0667692873624,3284.933230712639,5000.000000014937
0.23,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1633.6506407285594,3366.349359271442,5000.000000014937
0.24,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1556.1008013588378,3443.8991986411643,5000.000000014937
0.25,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1482.2326419928613,3517.7673580071405,5000.000000014937
0.26,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1411.8703696876169,3588.129630312385,5000.000000014937
0.27,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1344.8470061583632,3655.152993841639,5000.000000014937
0.28,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1281.0022092598174,3718.9977907401844,5000.000000014937
0.29,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1220.1860456053444,3779.8139543946572,5000.000000014937
0.3,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1162.2574511656208,3837.742548834381,5000.000000014937
0.31,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1107.0807910022352,3892.919208997767,5000.000000014937
0.32,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1054.525859267687,3945.4741407323145,5000.000000014937
0.33,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1004.4678792053858,3995.532120794616,5000.000000014937
0.34,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,956.7875031496527,4043.212496850349,5000.000000014937
0.35,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,911.3708125257185,4088.6291874742833,5000.000000014937
0.36,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,868.109317849725,4131.890682150277,5000.000000014937
0.37,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,826.8999587287256,4173.1000412712765,5000.000000014937
0.38,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,787.6440277973445,4212.3559722026575,5000.000000014937
0.39,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,750.2483268535339,4249.751673146468,5000.000000014937
0.4,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,714.6271957716164,4285.372804228386,5000.000000014937
0.41,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,680.6981885618484,4319.301811438154,5000.000000014937
0.42,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,648.3819480791278,4351.618051920875,5000.000000014937
0.43,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,617.6022060229941,4382.397793977008,5000.000000014937
0.44,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,588.2857829376288,4411.714217062374,5000.000000014937
0.45,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,560.3625882118549,4439.637411788147,5000.000000014937
0.46,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,533.7656200791355,4466.234379920867,5000.000000014937
0.47,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,508.4309656175776,4491.569034382424,5000.000000014937
0.48,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,484.2978007499292,4515.702199250073,5000.000000014937
0.49,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,461.30838997746645,4538.691610022535,5000.000000014937
0.5,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,439.4071719480838,4560.592828051918,5000.000000014937
0.51,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,418.5432305406387,4581.456769459363,5000.000000014937
0.52,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,398.6692342913229,4601.330765708679,5000.000000014937
0.53,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,379.73949557971764,4620.260504420285,5000.000000014937
0.54,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,361.70997062879445,4638.290029371207,5000.000000014937
0.55,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,344.5382595049136,4655.461740495089,5000.000000014937
0.56,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,328.1836061178259,4671.816393882176,5000.000000014937
0.57,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,312.60689822067104,4687.393101779331,5000.000000014937
0.58,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,297.77066740997896,4702.229332590023,5000.000000014937
0.59,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,283.63908912566853,4716.360910874334,5000.000000014937
0.6,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,270.1779826510497,4729.822017348953,5000.000000014937
0.61,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,257.35481111281933,4742.6451888871825,5000.000000014937
0.62,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,245.13868114028742,4754.8613188597155,5000.000000014937
0.63,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,233.4999703243167,4766.500029675686,5000.000000014937
0.64,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,222.41191008232678,4777.5880899176755,5000.000000014937
0.65,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,211.84964748099472,4788.150352519008,5000.000000014937
0.66,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,201.78915367918387,4798.210846320819,5000.000000014937
0.67,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,192.20722392794434,4807.792776072059,5000.000000014937
0.68,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,183.08147757051242,4816.91852242949,5000.000000014937
0.69,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,174.3903580423112,4825.609641957692,5000.000000014937
0.7,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,166.11313287094987,4833.886867129053,5000.000000014937
0.71,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,158.22989367622432,4841.770106323778,5000.000000014937
0.72,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,150.72155617011708,4849.278443829886,5000.000000014937
0.73,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,143.56986015679666,4856.430139843206,5000.000000014937
0.74,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,136.75736953261844,4863.2426304673845,5000.000000014937
0.75,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,130.2674722861243,4869.732527713878,5000.000000014937
0.76,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,124.08438049804263,4875.91561950196,5000.000000014937
0.77,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,118.19308664360096,4881.806913356401,5000.000000014937
0.78,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,112.58011962533632,4887.419880374666,5000.000000014937
0.79,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,107.23306440541437,4892.766935594588,5000.000000014937
0.8,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,102.13990209264406,4897.860097907358,5000.000000014937
0.81,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,97.28900742354428,4902.710992576458,5000.000000014937
0.82,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,92.66914876234382,4907.330851237659,5000.000000014937
0.83,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,88.26948810098132,4911.730511899021,5000.000000014937
0.84,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,84.07958105910535,4915.9204189408965,5000.000000014937
0.85,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,80.0893768840744,4919.910623115928,5000.000000014937
0.86,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,76.28921845095687,4923.710781549045,5000.000000014937
0.87,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,72.66984226253109,4927.330157737471,5000.000000014937
0.88,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,69.22237844928524,4930.777621550717,5000.000000014937
0.89,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,65.93835076941735,4934.061649230585,5000.000000014937
0.9,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,62.8096766088357,4937.190323391166,5000.000000014937
0.91,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,59.82866698115765,4940.171333018845,5000.000000014937
0.92,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,56.98807403892463,4943.011925961077,5000.000000014937
0.93,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,54.2815040552875,4945.718495944715,5000.000000014937
0.94,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,51.70304161060171,4948.296958389401,5000.000000014937
0.95,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,49.24695309585267,4950.753046904149,5000.000000014937
0.96,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,46.9076853697169,4953.092314630286,5000.000000014937
0.97,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,44.67986575856191,4955.32013424144,5000.000000014937
0.98,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,42.55830205644628,4957.441697943556,5000.000000014937
0.99,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,40.53798252511957,4959.4620174748825,5000.000000014937
1.0,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,38.6140758940224,4961.38592410598,5000.000000014937
1.01,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,36.78193136028649,4963.218068639716,5000.000000014937
1.02,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,35.03707858873445,4964.962921411267,5000.000000014937
1.03,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,33.37522771188,4966.624772288123,5000.000000014937
1.04,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,31.792269329927965,4968.207730670074,5000.000000014937
1.05,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,30.28427451077402,4969.715725489228,5000.000000014937
1.06,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,28.84749479000506,4971.152505209997,5000.000000014937
1.07,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,27.478362202784652,4972.521637797217,5000.000000014937
1.08,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,26.173594481852238,4973.82640551815,5000.000000014937
1.09,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,24.930355872183277,4975.069644127819,5000.000000014937
1.1,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,23.745948769212166,4976.25405123079,5000.000000014937
1.11,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,22.61775567054346,4977.382244329458,5000.000000014937
1.12,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,21.543239175951875,4978.45676082405,5000.000000014937
1.13,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,20.51994198738232,4979.480058012619,5000.000000014937
1.14,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,19.545486908949787,4980.454513091052,5000.000000014937
1.15,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,18.617576846939514,4981.3824231530625,5000.000000014937
1.16,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,17.733994809806866,4982.266005190195,5000.000000014937
1.17,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,16.892603908177357,4983.107396091825,5000.000000014937
1.18,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,16.0913473548467,4983.908652645156,5000.000000014937
1.19,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,15.328248464780721,4984.671751535221,5000.000000014937
1.2,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,14.601410655115465,4985.398589344886,5000.000000014937
1.21,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,13.90901744515711,4986.090982554845,5000.000000014937
1.22,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,13.249332456381978,4986.75066754362,5000.000000014937
1.23,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,12.620699412436561,4987.379300587565,5000.000000014937
1.24,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,12.02155891378332,4987.9784410862185,5000.000000014937
1.25,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,11.450585501623069,4988.549414498379,5000.000000014937
1.26,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,10.906565257246685,4989.093434742756,5000.000000014937
1.27,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,10.388316484748902,4989.611683515253,5000.000000014937
1.28,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,9.894692116672422,4990.105307883329,5000.000000014937
1.29,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,9.424579714007914,4990.575420285994,5000.000000014937
1.3,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,8.976901466194017,4991.0230985338085,5000.000000014937
1.31,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,8.550614191117335,4991.4493858088845,5000.000000014937
1.32,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,8.144709335112434,4991.855290664889,5000.000000014937
1.33,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,7.758212972961854,4992.24178702704,5000.000000014937
1.34,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,7.390185807896113,4992.609814192106,5000.000000014937
1.35,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,7.039723171593662,4992.9602768284085,5000.000000014937
1.36,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,6.705955024180954,4993.294044975821,5000.000000014937
1.37,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,6.388045954232415,4993.611954045769,5000.000000014937
1.38,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,6.0851951787703875,4993.914804821232,5000.000000014937
1.39,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,5.7966365432652385,4994.203363456737,5000.000000014937
1.4,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,5.521638521635268,4994.478361478366,5000.000000014937
1.41,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,5.259514504764609,4994.740485495237,5000.000000014937
1.42,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,5.009698149859322,4994.990301850143,5000.000000014937
1.43,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,4.77166481604709,4995.228335183955,5000.000000014937
1.44,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,4.544901447240956,4995.455098552761,5000.000000014937
1.45,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,4.328909652401562,4995.6710903476005,5000.000000014937
1.46,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,4.123205705537154,4995.876794294465,5000.000000014937
1.47,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.927320545703576,4996.072679454298,5000.000000014937
1.48,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.740799777004275,4996.259200222998,5000.000000014937
1.49,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.5632036685902984,4996.436796331412,5000.000000014937
1.5,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.3941071546602952,4996.605892845341,5000.000000014937
1.51,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.2330998344605137,4996.766900165541,5000.000000014937
1.52,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,3.079785972284806,4996.920214027717,5000.000000014937
1.53,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.9337844974746248,4997.0662155025275,5000.000000014937
1.54,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.79472900441902,4997.205270995582,5000.000000014937
1.55,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.662267752554655,4997.337732247447,5000.000000014937
1.56,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.5360636663657776,4997.463936333636,5000.000000014937
1.57,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.4157943353842333,4997.584205664618,5000.000000014937
1.58,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.301152143582037,4997.69884785642,5000.000000014937
1.59,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.191872848909459,4997.808127151092,5000.000000014937
1.6,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,2.087734227058785,4997.912265772943,5000.000000014937
1.61,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.9885153067875454,4998.011484693214,5000.000000014937
1.62,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.8940012263514336,4998.10599877365,5000.000000014937
1.63,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.8039832335043036,4998.196016766497,5000.000000014937
1.64,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.7182586854981634,4998.281741314503,5000.000000014937
1.65,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.6366310490831868,4998.363368950919,5000.000000014937
1.66,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.558909900507707,4998.4410900994935,5000.000000014937
1.67,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.4849109255182145,4998.5150890744835,5000.000000014937
1.68,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.4144559193593622,4998.585544080643,5000.000000014937
1.69,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.3473727867739604,4998.652627213228,5000.000000014937
1.7,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.2834955420029832,4998.716504457999,5000.000000014937
1.71,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.2226643087855606,4998.777335691216,5000.000000014937
1.72,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.1647253203589856,4998.835274679643,5000.000000014937
1.73,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.1095309194587066,4998.890469080543,5000.000000014937
1.74,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.0569395583183399,4998.943060441683,5000.000000014937
1.75,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,1.0068157986696544,4998.993184201332,5000.000000014937
1.76,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.9590310441779998,4999.040968955824,5000.000000014937
1.77,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.9134815037556312,4999.086518496246,5000.000000014937
1.78,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.870075174795688,4999.129924825205,5000.000000014937
1.79,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.8287200935593716,4999.171279906442,5000.000000014937
1.8,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.7893268092428666,4999.210673190759,5000.000000014937
1.81,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.7518083839773405,4999.248191616024,5000.000000014937
1.82,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.7160803928289438,4999.283919607173,5000.000000014937
1.83,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.6820609237988101,4999.3179390762025,5000.000000014937
1.84,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.6496705778230555,4999.350329422178,5000.000000014937
1.85,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.6188324687727798,4999.381167531228,5000.000000014937
1.86,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.5894722234540652,4999.4105277765475,5000.000000014937
1.87,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.5615179816079775,4999.438482018393,5000.000000014937
1.88,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.534900395910565,4999.465099604091,5000.000000014937
1.89,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.5095526319728585,4999.490447368028,5000.000000014937
1.9,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.48541036834087214,4999.514589631661,5000.000000014937
1.91,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.46241179649560443,4999.537588203506,5000.000000014937
1.92,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.44049762085303495,4999.559502379148,5000.000000014937
1.93,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.41961105876412724,4999.580388941237,5000.000000014937
1.94,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.3996979941464598,4999.600302005855,5000.000000014937
1.95,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.38071478803135944,4999.61928521197,5000.000000014937
1.96,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.36262391078726325,4999.637376089214,5000.000000014937
1.97,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.3453872856471772,4999.654612714355,5000.000000014937
1.98,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.3289678590305014,4999.671032140971,5000.000000014937
1.99,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.3133296005430303,4999.686670399458,5000.000000014937
2.0,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.2984375029769525,4999.7015624970245,5000.000000014937
2.01,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.28425758231085113,4999.71574241769,5000.000000014937
2.02,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.27075687770970247,4999.729243122291,5000.000000014937
2.03,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.257903451524879,4999.742096548476,5000.000000014937
2.04,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.24566638929414517,4999.754333610707,5000.000000014937
2.05,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.23401579974166212,4999.7659842002595,5000.000000014937
2.06,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.22292281477798254,4999.777077185224,5000.000000014937
2.07,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.21235958950005604,4999.787640410502,5000.000000014937
2.08,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.2022993021912239,4999.79770069781,5000.000000014937
2.09,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.19271615432122421,4999.80728384568,5000.000000014937
2.1,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.1835853705461869,4999.816414629455,5000.000000014937
2.11,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.17488319870863833,4999.825116801293,5000.000000014937
2.12,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.1665869098374972,4999.833413090164,5000.000000014937
2.13,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.15867667809803548,4999.8413233219035,5000.000000014937
2.14,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.15113747135505334,4999.848862528646,5000.000000014937
2.15,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.14395362643250872,4999.8560463735685,5000.000000014937
2.16,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.13710986098562045,4999.862890139016,5000.000000014937
2.17,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.1305913059323173,4999.869408694069,5000.000000014937
2.18,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.1243835054532354,4999.875616494548,5000.000000014937
2.19,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.11847241699172066,4999.881527583009,5000.000000014937
2.2,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.11284441125382653,4999.887155588747,5000.000000014937
2.21,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.10748627220831607,4999.892513727793,5000.000000014937
2.22,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.10238519708665997,4999.897614802914,5000.000000014937
2.23,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.0975287963830385,4999.902471203618,5000.000000014937
2.24,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.0929050938543396,4999.907094906147,5000.000000014937
2.25,-2.6804736376608738e-8,-1.49365068183757e-8,5000.000000026805,0.08850252652016068,4999.911497473481,5000.000000014937
